column,records,values_count,min,median,max,mean,std
category,30,30,60.0,60.0,60.0,60.0,0.0
file,30,0,,,,,
MAE,30,30,0.5372632302109448,1.1316601290600206,2.6883230932010704,1.1155432616024916,0.490838555086581
MAPE(%),30,30,10.021434768485225,20.508086891344526,49.40020978870752,20.353709630073542,9.012749232537661
MASE_lag1,30,30,0.7309866017065711,1.5397078108315931,3.6576636026567146,1.5177796134220876,0.6678223768048108
MASE_lastValue,30,30,0.719547362900009,1.5156128612123911,3.6004246774463504,1.494027819048384,0.6573715975007838
R2,30,30,-36.53297622034416,-5.137980661540254,-0.6997693214728038,-6.416647659306757,6.842613383950396
RMSSE,30,30,0.5962505733849923,1.1322388399434589,2.8018205625093935,1.1520225400961772,0.47336117257843624
SMAPE(%),30,30,10.15980105226669,23.337955633636774,74.22155696468607,23.920805860476207,13.29120783178686
last_value_index,30,0,,,,,
last_value_value,30,30,4.57906,4.57906,4.57906,4.57906,0.0
nMAE,30,30,0.10094948683053191,0.2126341481629564,0.5051245300869797,0.2096058569871124,0.09222648688088224
nRMSE,30,30,0.1243177212092625,0.23607080433867228,0.5841771280671257,0.24019568845594969,0.09869538900367424
