,Wh
2026-01-30,5.027818814822304
2026-01-31,5.048891067756823
2026-02-01,4.966050563396935
2026-02-02,4.986466619580398
2026-02-03,4.896685024759843
2026-02-04,4.979134693954764
2026-02-05,4.911961288242237
2026-02-06,4.808407505103519
2026-02-07,4.826671081153616
2026-02-08,4.826002240381855
2026-02-09,4.829258660655956
2026-02-10,4.79185530772829
2026-02-11,4.732391572848897
2026-02-12,4.758827990576922
2026-02-13,4.775209472310977
2026-02-14,4.815346676965306
2026-02-15,4.786910041869154
2026-02-16,4.6507366707071345
2026-02-17,4.568812102832967
2026-02-18,4.623860944196592
2026-02-19,4.640159451244209
2026-02-20,4.699115294492842
2026-02-21,4.625045948373841
2026-02-22,4.57025862954316
2026-02-23,4.530244880610386
2026-02-24,4.532427572435846
2026-02-25,4.489272147348137
2026-02-26,4.455376857763508
2026-02-27,4.4816188350623545
2026-02-28,4.483322449791318
