timestamp,train_file,tmy_file,target_column,fit_regressors,train_rows,forecast_length,forecast_start,forecast_end,frequency,prediction_interval,max_generations,num_validations,validation_method,ensemble,no_negatives,best_model,autots_score,validation_smape,validation_mae,validation_rmse,holdout_mae,holdout_rmse,holdout_mape_pct,holdout_mase,holdout_length
20260503_003527,T:\OneDrive\1TB\School\PV_autoTs\Power_1Year_Sum_10va1\input\SolarRecord(260228)_d_forWh_WithCodis[date].csv,T:\OneDrive\1TB\School\PV_autoTs\Power_1Year_Sum_10va1\input\tmy_24.148_120.703_2005_2023[UTC+8][daily][mapped][dateAdj].csv,Wh,"Temperature,RH",313,365,2026-03-01,2027-02-28,D,0.9,30,3,backwards,all,True,Ensemble,12.544599427781502,9.260441799711726,0.49948752671287366,0.5892968512372612,0.7397299885008187,0.9089234110429321,13.92183554903648,1.006457691627896,60.0
